url
https://www.timesofindia.indiatimes.com/india/jharkhand
https://www.avenuemail.in
https://www.dailypioneer.com
https://www.indiapress.org
https://www.telegraphindia.com/states/jharkhand
https://www.jharkhandstatenews.com/
https://www.newsclick.in
